Station2,date,Sample Type,Field Specific Conductivity,Date,Parameter,Units,Qualifier,Result,ResultAvg
L05-049-1,45503.418055555558,Total,3848,NA,Hardness,NA,NA,1140,1220
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,Hardness,NA,NA,765,880
J01-9082-2,45504.386805555558,Total,1270,NA,Hardness,NA,NA,349,404.5
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,Hardness,NA,NA,690,690
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,Hardness,NA,NA,1040,1055
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,Hardness,NA,NA,1290,1450
J01-9131-1 (J01P28),45510.375,Total,2381,NA,Hardness,NA,NA,651,890.5
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,Hardness,NA,NA,785,794
L01-726-5,45510.375,Total,5625,NA,Hardness,NA,NA,1110,1115
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,Hardness,NA,NA,473,493
K01-12159-3,45510.425000000003,Total,-99,NA,Hardness,NA,NA,1070,1055
K01-12159-2,45510.451388888891,Total,7455,NA,Hardness,NA,NA,1330,1305
I01-11010-1,45512.409722222219,Total,8356,NA,Hardness,NA,NA,2390,2260
I00-11437-1,45512.37777777778,Total,10154,NA,Hardness,NA,NA,3310,3170
L02-246-1 (L11P01),45517.459027777775,Total,1780,NA,Hardness,NA,NA,507,498
L02-641-1,45517.372916666667,Total,1339,NA,Hardness,NA,NA,361,348.5
L02-641-2,45517.369444444441,Total,1569,NA,Hardness,NA,NA,410,380
L01-731-1 (L08TBN2),45517.418749999997,Total,2730,NA,Hardness,NA,NA,738,840
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,Hardness,NA,NA,616,586
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,Hardness,NA,NA,1820,1690
M02-032-1,45518.456944444442,Total,2404,NA,Hardness,NA,NA,848,889
SC1-2,45518.386111111111,Total,6253,NA,Hardness,NA,NA,2350,2520
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,Hardness,NA,NA,2790,2790
M02-085-2,45518.413194444445,Total,2126,NA,Hardness,NA,NA,579,643
L05-503-1,45519.39166666667,Total,2350,NA,Hardness,NA,NA,753,986.5
L01-724-4 (L01P03),45519.430555555555,Total,1960,NA,Hardness,NA,NA,471,717.5
L01-724-1 (L01S01),45519.46597222222,Total,5505,NA,Hardness,NA,NA,1490,1340
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,Hardness,NA,NA,1570,1580
L04-672-1,45427.383333333331,Total,3943,NA,Heptachlor,ng/L,<,2.5,2.5
L04-266-5,45427.343055555553,Total,3408,NA,Heptachlor,ng/L,<,2.5,2.5
J01-10004-1 (J01P01),45427.4,Total,2150,NA,Heptachlor,ng/L,<,2.5,2.5
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,Heptachlor,ng/L,<,2.5,2.5
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,Heptachlor,ng/L,<,2.5,2.5
L03-316-3 (L03P12),45428.447222222225,Total,5117,NA,Heptachlor,ng/L,<,2.5,2.5
L01-404-1,45433.34375,Total,1915,NA,Heptachlor,ng/L,<,2.5,2.5
L01-340-1,45433.381944444445,Total,1636,NA,Heptachlor,ng/L,<,2.5,2.5
L05-489-3,45433.376388888886,Total,3415,NA,Heptachlor,ng/L,<,2.5,2.5
L05-049-1,45433.417361111111,Total,3825,NA,Heptachlor,ng/L,<,2.5,2.5
L02-374-1 (L02P50),45433.424305555556,Total,2874,NA,Heptachlor,ng/L,<,2.5,2.5
L03-418-8,45434.432638888888,Total,2875,NA,Heptachlor,ng/L,<,2.5,2.5
K01-12177-1 (K01P07),45434.42083333333,Total,2719,NA,Heptachlor,ng/L,<,2.5,2.5
J03-9221-1 (J03P02),45434.455555555556,Total,5983,NA,Heptachlor,ng/L,<,2.5,2.5
J01-9224-1 (J01P24),45434.377083333333,Total,3753,NA,Heptachlor,ng/L,<,2.5,2.5
J01-9224-2 (J01P25),45434.34375,Total,2683,NA,Heptachlor,ng/L,<,2.5,2.5
J01-9992-1 (J01P27),45441.401388888888,Total,4415,NA,Heptachlor,ng/L,<,2.5,2.5
J01-9131-1 (J01P28),45441.38958333333,Total,3079,NA,Heptachlor,ng/L,<,2.5,2.5
J01-9007-1 (J02P05),45441.447222222225,Total,3350,NA,Heptachlor,ng/L,<,2.5,2.5
J06-9079-1 (J06P03),45441.42083333333,Total,2776.69,NA,Heptachlor,ng/L,<,2.5,2.5
J06-10011-1 (J06P01),45441.447222222225,Total,3448.62,NA,Heptachlor,ng/L,<,2.5,2.5
J01-9082-2,45441.487500000003,Total,1287.87,NA,Heptachlor,ng/L,<,2.5,2.5
L01-726-5,45455.361111111109,Total,3953,NA,Heptachlor,ng/L,<,2.5,2.5
L01-728-5 (L01-DP),45455.4,Total,2015,NA,Heptachlor,ng/L,<,2.5,2.5
K01-12159-2,45455.37222222222,Total,5213,NA,Heptachlor,ng/L,<,2.5,2.5
K01-12159-3,45455.365277777775,Total,4828,NA,Heptachlor,ng/L,<,2.5,2.5
I01-11010-1,45461.415972222225,Total,7938,NA,Heptachlor,ng/L,<,2.5,2.5
I00-11437-1,45461.372916666667,Total,9394,NA,Heptachlor,ng/L,<,2.5,2.5
L02-246-1 (L11P01),45462.494444444441,Total,1599,NA,Heptachlor,ng/L,<,2.5,2.5
L02-641-1,45462.348611111112,Total,1216,NA,Heptachlor,ng/L,<,2.5,2.5
L02-641-2,45462.361111111109,Total,1288,NA,Heptachlor,ng/L,<,2.5,2.5
L01-731-1 (L08TBN2),45462.433333333334,Total,3226,NA,Heptachlor,ng/L,<,2.5,2.5
L02-166-3 (L02P26),45462.390972222223,Total,1778,NA,Heptachlor,ng/L,<,2.5,2.5
L05-503-1,45468.388888888891,Total,3088,NA,Heptachlor,ng/L,<,2.5,2.5
L01-724-4 (L01P03),45468.438194444447,Total,3793,NA,Heptachlor,ng/L,<,2.5,2.5
L01-724-1 (L01S01),45468.464583333334,Total,4689,NA,Heptachlor,ng/L,<,2.5,2.5
M01-042-1 (M01S01),45469.380555555559,Total,4667,NA,Heptachlor,ng/L,<,2.5,2.5
M02-032-1,45469.44027777778,Total,3122,NA,Heptachlor,ng/L,<,2.5,2.5
SC1-2,45469.40347222222,Total,9238,NA,Heptachlor,ng/L,<,2.5,2.5
M02-085-1 (M02P06),45469.470833333333,Total,6689,NA,Heptachlor,ng/L,<,2.5,2.5
M02-085-2,45469.445138888892,Total,2401,NA,Heptachlor,ng/L,<,2.5,2.5
K01-12126-1 (K01S01),45510.38958333333,Total,-99,NA,Heptachlor,ng/L,<,2.5,2.5
J01-10004-1 (J01P01),45496.430555555555,Total,2310,NA,Heptachlor,ng/L,<,2.5,2.5
L04-672-1,45496.382638888892,Total,3334,NA,Heptachlor,ng/L,<,2.5,2.5
L04-266-5,45496.334722222222,Total,2634,NA,Heptachlor,ng/L,<,2.5,2.5
L03-662-3 (L03P16),45498.354166666664,Total,1922,NA,Heptachlor,ng/L,<,2.5,2.5
L03-214-2 (L03P18),45498.394444444442,Total,3250,NA,Heptachlor,ng/L,<,2.5,2.5
L03-316-3 (L03P12),45498.435416666667,Total,4332,NA,Heptachlor,ng/L,<,2.5,2.5
L03-418-8,45503.387499999997,Total,2938.26,NA,Heptachlor,ng/L,<,2.5,2.5
K01-12177-1 (K01P07),45503.42083333333,Total,4080,NA,Heptachlor,ng/L,<,2.5,2.5
J03-9221-1 (J03P02),45503.461111111108,Total,5269,NA,Heptachlor,ng/L,<,2.5,2.5
J01-9224-1 (J01P24),45503.459722222222,Total,3616,NA,Heptachlor,ng/L,<,2.5,2.5
J01-9224-2 (J01P25),45503.488888888889,Total,2028,NA,Heptachlor,ng/L,<,2.5,2.5
L01-404-1,45503.368750000001,Total,1918,NA,Heptachlor,ng/L,<,2.5,2.5
L01-340-1,45503.408333333333,Total,1665,NA,Heptachlor,ng/L,<,2.5,2.5
L05-489-3,45503.418055555558,Total,3334,NA,Heptachlor,ng/L,<,2.5,2.5
L05-049-1,45503.418055555558,Total,3848,NA,Heptachlor,ng/L,<,2.5,2.5
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,Heptachlor,ng/L,<,2.5,2.5
J01-9082-2,45504.386805555558,Total,1270,NA,Heptachlor,ng/L,<,2.5,2.5
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,Heptachlor,ng/L,<,2.5,2.5
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,Heptachlor,ng/L,<,2.5,2.5
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,Heptachlor,ng/L,<,2.5,2.5
J01-9131-1 (J01P28),45510.375,Total,2381,NA,Heptachlor,ng/L,<,2.5,2.5
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,Heptachlor,ng/L,<,2.5,2.5
L01-726-5,45510.375,Total,5625,NA,Heptachlor,ng/L,<,2.5,2.5
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,Heptachlor,ng/L,<,2.5,2.5
K01-12159-3,45510.425000000003,Total,-99,NA,Heptachlor,ng/L,<,2.5,2.5
K01-12159-2,45510.451388888891,Total,7455,NA,Heptachlor,ng/L,<,2.5,2.5
I01-11010-1,45512.409722222219,Total,8356,NA,Heptachlor,ng/L,<,2.5,2.5
I00-11437-1,45512.37777777778,Total,10154,NA,Heptachlor,ng/L,<,2.5,2.5
L02-246-1 (L11P01),45517.459027777775,Total,1780,NA,Heptachlor,ng/L,<,2.5,2.5
L02-641-1,45517.372916666667,Total,1339,NA,Heptachlor,ng/L,<,2.5,2.5
L02-641-2,45517.369444444441,Total,1569,NA,Heptachlor,ng/L,<,2.5,2.5
L01-731-1 (L08TBN2),45517.418749999997,Total,2730,NA,Heptachlor,ng/L,<,2.5,2.5
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,Heptachlor,ng/L,<,2.5,2.5
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,Heptachlor,ng/L,<,2.5,2.5
M02-032-1,45518.456944444442,Total,2404,NA,Heptachlor,ng/L,<,2.5,2.5
SC1-2,45518.386111111111,Total,6253,NA,Heptachlor,ng/L,<,2.5,2.5
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,Heptachlor,ng/L,<,2.5,2.5
M02-085-2,45518.413194444445,Total,2126,NA,Heptachlor,ng/L,<,2.5,2.5
L05-503-1,45519.39166666667,Total,2350,NA,Heptachlor,ng/L,<,2.5,2.5
L01-724-4 (L01P03),45519.430555555555,Total,1960,NA,Heptachlor,ng/L,<,2.5,2.5
L01-724-1 (L01S01),45519.46597222222,Total,5505,NA,Heptachlor,ng/L,<,2.5,2.5
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,Heptachlor,ng/L,<,2.5,2.5
L04-672-1,45427.383333333331,Total,3943,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L04-266-5,45427.343055555553,Total,3408,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J01-10004-1 (J01P01),45427.4,Total,2150,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L03-316-3 (L03P12),45428.447222222225,Total,5117,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L01-404-1,45433.34375,Total,1915,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L01-340-1,45433.381944444445,Total,1636,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L05-489-3,45433.376388888886,Total,3415,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L05-049-1,45433.417361111111,Total,3825,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L02-374-1 (L02P50),45433.424305555556,Total,2874,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L03-418-8,45434.432638888888,Total,2875,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
K01-12177-1 (K01P07),45434.42083333333,Total,2719,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J03-9221-1 (J03P02),45434.455555555556,Total,5983,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J01-9224-1 (J01P24),45434.377083333333,Total,3753,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J01-9224-2 (J01P25),45434.34375,Total,2683,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J01-9992-1 (J01P27),45441.401388888888,Total,4415,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J01-9131-1 (J01P28),45441.38958333333,Total,3079,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J01-9007-1 (J02P05),45441.447222222225,Total,3350,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J06-9079-1 (J06P03),45441.42083333333,Total,2776.69,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J06-10011-1 (J06P01),45441.447222222225,Total,3448.62,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J01-9082-2,45441.487500000003,Total,1287.87,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L01-726-5,45455.361111111109,Total,3953,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L01-728-5 (L01-DP),45455.4,Total,2015,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
K01-12159-2,45455.37222222222,Total,5213,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
K01-12159-3,45455.365277777775,Total,4828,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
I01-11010-1,45461.415972222225,Total,7938,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
I00-11437-1,45461.372916666667,Total,9394,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L02-246-1 (L11P01),45462.494444444441,Total,1599,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L02-641-1,45462.348611111112,Total,1216,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L02-641-2,45462.361111111109,Total,1288,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L01-731-1 (L08TBN2),45462.433333333334,Total,3226,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L02-166-3 (L02P26),45462.390972222223,Total,1778,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L05-503-1,45468.388888888891,Total,3088,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L01-724-4 (L01P03),45468.438194444447,Total,3793,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L01-724-1 (L01S01),45468.464583333334,Total,4689,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
M01-042-1 (M01S01),45469.380555555559,Total,4667,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
M02-032-1,45469.44027777778,Total,3122,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
SC1-2,45469.40347222222,Total,9238,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
M02-085-1 (M02P06),45469.470833333333,Total,6689,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
M02-085-2,45469.445138888892,Total,2401,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
K01-12126-1 (K01S01),45510.38958333333,Total,-99,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J01-10004-1 (J01P01),45496.430555555555,Total,2310,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L04-672-1,45496.382638888892,Total,3334,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L04-266-5,45496.334722222222,Total,2634,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L03-662-3 (L03P16),45498.354166666664,Total,1922,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L03-214-2 (L03P18),45498.394444444442,Total,3250,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L03-316-3 (L03P12),45498.435416666667,Total,4332,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L03-418-8,45503.387499999997,Total,2938.26,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
K01-12177-1 (K01P07),45503.42083333333,Total,4080,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J03-9221-1 (J03P02),45503.461111111108,Total,5269,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J01-9224-1 (J01P24),45503.459722222222,Total,3616,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J01-9224-2 (J01P25),45503.488888888889,Total,2028,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L01-404-1,45503.368750000001,Total,1918,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L01-340-1,45503.408333333333,Total,1665,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L05-489-3,45503.418055555558,Total,3334,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L05-049-1,45503.418055555558,Total,3848,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J01-9082-2,45504.386805555558,Total,1270,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J01-9131-1 (J01P28),45510.375,Total,2381,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L01-726-5,45510.375,Total,5625,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
K01-12159-3,45510.425000000003,Total,-99,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
K01-12159-2,45510.451388888891,Total,7455,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
I01-11010-1,45512.409722222219,Total,8356,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
I00-11437-1,45512.37777777778,Total,10154,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L02-246-1 (L11P01),45517.459027777775,Total,1780,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L02-641-1,45517.372916666667,Total,1339,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L02-641-2,45517.369444444441,Total,1569,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L01-731-1 (L08TBN2),45517.418749999997,Total,2730,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
M02-032-1,45518.456944444442,Total,2404,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
SC1-2,45518.386111111111,Total,6253,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
M02-085-2,45518.413194444445,Total,2126,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L05-503-1,45519.39166666667,Total,2350,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L01-724-4 (L01P03),45519.430555555555,Total,1960,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L01-724-1 (L01S01),45519.46597222222,Total,5505,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,Heptachlor epoxide,ng/L,<,2.5,2.5
L04-672-1,45427.383333333331,Total,3943,NA,Hexavalent chromium,ug/L,NA,0.88,0.665
L04-266-5,45427.343055555553,Total,3408,NA,Hexavalent chromium,ug/L,NA,0.7,0.45499999999999996
L04-672-1,45427.383333333331,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.9,0.6950000000000001
L04-266-5,45427.343055555553,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.9,0.5650000000000001
J01-10004-1 (J01P01),45427.4,Total,2150,NA,Hexavalent chromium,ug/L,NA,0.63,0.49
J01-10004-1 (J01P01),45427.4,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.7,0.55
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,Hexavalent chromium,ug/L,NA,3.8,1.9249999999999998
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,Hexavalent chromium,ug/L,NA,4.4,2.225
L03-316-3 (L03P12),45428.447222222225,Total,5117,NA,Hexavalent chromium,ug/L,NA,0.82,0.435
L03-662-3 (L03P16),45428.369444444441,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.63,0.34
L03-214-2 (L03P18),45428.402083333334,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.87,0.46
L03-316-3 (L03P12),45428.447222222225,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.62,0.335
L01-404-1,45433.34375,Total,1915,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
L01-340-1,45433.381944444445,Total,1636,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
L05-489-3,45433.376388888886,Total,3415,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
L05-049-1,45433.417361111111,Total,3825,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
L02-374-1 (L02P50),45433.424305555556,Total,2874,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
L01-404-1,45433.34375,Dissolved,NA,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
L01-340-1,45433.381944444445,Dissolved,NA,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
L05-489-3,45433.376388888886,Dissolved,NA,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
L05-049-1,45433.417361111111,Dissolved,NA,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
L02-374-1 (L02P50),45433.424305555556,Dissolved,NA,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
L03-418-8,45434.432638888888,Total,2875,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
K01-12177-1 (K01P07),45434.42083333333,Total,2719,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
J03-9221-1 (J03P02),45434.455555555556,Total,5983,NA,Hexavalent chromium,ug/L,<,0.1,0.1
J01-9224-1 (J01P24),45434.377083333333,Total,3753,NA,Hexavalent chromium,ug/L,<,0.1,0.115
J01-9224-2 (J01P25),45434.34375,Total,2683,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
L03-418-8,45434.455555555556,Dissolved,NA,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
K01-12177-1 (K01P07),45434.42083333333,Dissolved,NA,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
J03-9221-1 (J03P02),45434.455555555556,Dissolved,NA,NA,Hexavalent chromium,ug/L,<,0.1,0.11
J01-9224-1 (J01P24),45434.377083333333,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.24,0.145
J01-9224-2 (J01P25),45434.34375,Dissolved,NA,NA,Hexavalent chromium,ug/L,<,0.1,0.07500000000000001
J01-9992-1 (J01P27),45441.401388888888,Total,4415,NA,Hexavalent chromium,ug/L,NA,1.8,1.5
J01-9131-1 (J01P28),45441.38958333333,Total,3079,NA,Hexavalent chromium,ug/L,NA,0.59,0.44999999999999996
J01-9007-1 (J02P05),45441.447222222225,Total,3350,NA,Hexavalent chromium,ug/L,NA,0.44,1.3699999999999999
J01-9992-1 (J01P27),45441.401388888888,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,1.8,1.55
J01-9131-1 (J01P28),45441.5,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.56,0.44000000000000006
J01-9007-1 (J02P05),45441.447222222225,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.57,1.4349999999999998
J06-9079-1 (J06P03),45441.42083333333,Total,2776.69,NA,Hexavalent chromium,ug/L,NA,0.77,0.41000000000000003
J06-10011-1 (J06P01),45441.447222222225,Total,3448.62,NA,Hexavalent chromium,ug/L,NA,0.83,0.525
J01-9082-2,45441.487500000003,Total,1287.87,NA,Hexavalent chromium,ug/L,NA,1.1,0.755
J06-9079-1 (J06P03),45441.42083333333,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.58,0.56
J06-10011-1 (J06P01),45441.447222222225,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.53,0.375
J01-9082-2,45441.487500000003,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,1.7,1.045
L01-726-5,45455.361111111109,Total,3953,NA,Hexavalent chromium,ug/L,NA,0.15,0.185
L01-728-5 (L01-DP),45455.4,Total,2015,NA,Hexavalent chromium,ug/L,NA,0.23,0.24
K01-12159-2,45455.37222222222,Total,5213,NA,Hexavalent chromium,ug/L,<,0.05,0.125
K01-12159-3,45455.365277777775,Total,4828,NA,Hexavalent chromium,ug/L,NA,0.4,0.465
L01-726-5,45455.361111111109,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,1.3,0.765
L01-728-5 (L01-DP),45455.4,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.21,0.22499999999999998
K01-12159-2,45455.37222222222,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.1,0.14
K01-12159-3,45455.365277777775,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.41,0.47
I01-11010-1,45461.415972222225,Total,7938,NA,Hexavalent chromium,ug/L,NA,0.046,0.048
I00-11437-1,45461.372916666667,Total,9394,NA,Hexavalent chromium,ug/L,NA,0.058,0.054000000000000006
I01-11010-1,45461.415972222225,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.039,0.0445
I00-11437-1,45461.372916666667,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.049,0.0495
L02-246-1 (L11P01),45462.494444444441,Total,1599,NA,Hexavalent chromium,ug/L,NA,0.41,0.22399999999999998
L02-641-1,45462.348611111112,Total,1216,NA,Hexavalent chromium,ug/L,NA,0.36,0.194
L02-641-2,45462.361111111109,Total,1288,NA,Hexavalent chromium,ug/L,NA,0.38,0.20700000000000002
L01-731-1 (L08TBN2),45462.433333333334,Total,3226,NA,Hexavalent chromium,ug/L,NA,0.15,0.08
L02-166-3 (L02P26),45462.390972222223,Total,1778,NA,Hexavalent chromium,ug/L,NA,0.64,0.336
L02-246-1 (L11P01),45462.494444444441,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.37,0.202
L02-641-1,45462.348611111112,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.38,0.20450000000000002
L02-641-2,45462.361111111109,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.4,0.21400000000000002
L01-731-1 (L08TBN2),45462.433333333334,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.22,0.115
L02-166-3 (L02P26),45462.390972222223,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.32,0.181
L05-503-1,45468.388888888891,Total,3088,NA,Hexavalent chromium,ug/L,<,0.05,0.0435
L01-724-4 (L01P03),45468.438194444447,Total,3793,NA,Hexavalent chromium,ug/L,NA,0.63,0.37
L01-724-1 (L01S01),45468.464583333334,Total,4689,NA,Hexavalent chromium,ug/L,<,0.05,0.135
L05-503-1,45468.388888888891,Dissolved,NA,NA,Hexavalent chromium,ug/L,NA,0.14,0.08800000000000001
