Jurisdiction,Inspected,ObsWeather,FacilityID,AvgDischarge,ObsRecordDate,FlowContribution,FlowCondition,PersistentFlow,FlowConnectivity,IDIC,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,SampleWet,OCFSLocation,MaintenanceIssue,PointY,PointX
Orange Co,Verified,1,L02-374-1 (L02P50),0.240898,2024-07-30,NA,Flowing,Yes,NA,None,Priority,66,NA,0.99,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,Graffiti,33.56985025,-117.64600044
Orange Co,Verified,1,L02-374-1 (L02P50),0.240898,2024-05-21,NA,Flowing,Yes,Partial - Significant Distance,None,Priority,66,2874,0.318672,0.159,20% Or More Above Average Discharge,Yellow tint,Yellow tint,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,Graffiti,33.56985025,-117.64600044
Laguna Beach,Verified,1,I01-11487-1,0,2024-08-12,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.54221091,-117.78524563
Laguna Beach,Verified,1,I01-11487-1,0,2024-07-03,NA,NA,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Bird foot prints in sand,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.54221091,-117.78524563
Rancho Santa Margarita,Verified,1,L01-125-1,2.5,2024-08-27,NA,Other - See Comments,Unknown,Undetermined,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Path to outfall too overgrown to decide its flow conditions.,NA,NA,NA,NA,NA,NA,33.65133136,-117.56708473
Rancho Santa Margarita,Verified,1,L01-125-1,2.5,2024-05-23,NA,Pooled or Ponded,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Outfall is ponded but flow can be heard from inside outfall and ponded water appears to be swirling.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.65133136,-117.56708473
Laguna Niguel,Verified,1,J03-9215-1,NA,2024-07-15,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.53115354,-117.70565053
Laguna Niguel,Verified,1,J03-9215-1,NA,2024-05-15,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.53115354,-117.70565053
Rancho Santa Margarita,Verified,1,L01-730-1,0.023405,2024-05-23,NA,Flowing,Yes,NA,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Clear,Outfall was flowing but could not be accessed due to a deep pond around the dissipator.,Not Present (0 Items),NA,NA,NA,NA,NA,33.62427615,-117.56388322
Rancho Santa Margarita,Verified,1,L01-730-1,0.023405,2024-08-27,NA,Flowing,Yes,Undetermined,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Green tint,Flowing but inaccessible due to overgrowth and deep pond in dissipator,Not Present (0 Items),NA,NA,NA,NA,None,33.62427615,-117.56388322
San Clemente,Verified,1,M00.1-071-3 (M00S04),0.051583,2024-08-19,NA,Flowing,Unknown,Undetermined,NA,Not A Priority,NA,3740,0.144,0.025,Below Average Discharge,Not present,Yellow tint,Volumetric: 0.025 cfs; Tadpole; volumetric: 70% 3.5 in 5 sec  measurements collected downstream,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Overgrown,33.41325022,-117.60281447
San Clemente,Verified,1,M00.1-071-3 (M00S04),0.051583,2024-05-22,NA,Other - See Comments,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Inaccessible due to overgrown vegetation,NA,NA,NA,NA,NA,NA,33.41325022,-117.60281447
San Clemente,Verified,1,M00.1-071-3 (M00S04),0.051583,2024-09-05,NA,Flowing,Unknown,Partial - Significant Distance,Other - see comments,Not A Priority,NA,4786,0.018,0.001,Below Average Discharge,"Brown ""tea"" tint",Not present,Volumetric: 0.006 cfs; 1.75 in 10 sec.  Foam at outlet. Measurements pop r collected app 15 m ds of concrete structure,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.41325022,-117.60281447
Aliso Viejo,Verified,1,J01-9144-4 (J01P26),0.003827,2024-03-06,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,0,Below Average Discharge,Not present,Not present,"Heavy traffic, lots of trash, lots of graffiti, Solar panel and sensor vandalized",Abundant (>50 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.55910097,-117.71868454
Aliso Viejo,Verified,1,J01-9144-4 (J01P26),0.003827,2024-08-27,Small Fraction (<10%),Pooled or Ponded,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,SWN vandalized,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,NA,33.55910097,-117.71868454
San Clemente,Verified,1,M00.2-066-1 (M00S07),0.013801,2024-05-29,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,FOG,Not A Priority,NA,6953,NA,NA,Below Average Discharge,Not present,Not present,"Flow is too low to quantify. Id/IC present in outfall, flow infiltrates into sand before reaching ocean",Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.42317285,-117.62304711
San Clemente,Verified,1,M00.2-066-1 (M00S07),0.013801,2024-08-26,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,8740,0.008108,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.42317285,-117.62304711
Laguna Niguel,Verified,1,K01-12156-1,NA,2024-05-20,NA,NA,Yes,NA,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,Inaccessible due to overgrown vegetation,NA,NA,NA,NA,NA,Overgrown,33.49693232,-117.71285797
Laguna Beach,Verified,1,LC05-11017-2,0.083233,2024-08-12,Small Fraction (<10%),Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,NA,NA,NA,1991,0.045627,0.006,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.51543196,-117.76020671
Laguna Beach,Verified,1,LC05-11017-2,0.083233,2024-07-02,Small Fraction (<10%),Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,NA,NA,NA,2260,0.499835,0.006,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.51543196,-117.76020671
Aliso Viejo,Verified,1,J06-9079-1 (J06P03),0.130309,2024-03-05,Minor Fraction (10 - 50%),Flowing,Yes,Partial - Significant Distance,NA,Priority,70,2980,0.0348,0.035,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,1,Graffiti,33.5922578,-117.71563009
Aliso Viejo,Verified,1,J06-9079-1 (J06P03),0.130309,2024-05-29,NA,Flowing,Yes,NA,NA,Priority,70,2777,0.038571,0.031,Below Average Discharge,Not present,Not present,NA,NA,NA,Yes,NA,1,NA,33.5922578,-117.71563009
Aliso Viejo,Verified,1,J06-9079-1 (J06P03),0.130309,2024-07-31,Minor Fraction (10 - 50%),Flowing,Yes,Partial - Significant Distance,NA,Priority,70,2692,0.073171,0.023,Below Average Discharge,Not present,"Brown ""tea"" tint",Wet water mark,Moderate (11-50 Items),In flow path of outfall,Yes,NA,1,NA,33.5922578,-117.71563009
San Clemente,Verified,1,SM01-086-1 (M03P01),NA,2024-05-23,NA,Other - See Comments,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,Could not access due to overgrown vegetation,NA,NA,NA,NA,NA,NA,33.45602873,-117.57363021
San Clemente,Verified,1,SM01-086-1 (M03P01),NA,2024-08-07,NA,Other - See Comments,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,"inaccessible due to overgrown vegetation, poison oak",NA,NA,NA,NA,NA,Overgrown,33.45602873,-117.57363021
Mission Viejo,Verified,1,L02-396-1,0.023463,2024-07-08,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,47,2550,0.017143,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.5634741,-117.65377999
Laguna Beach,Verified,1,I01-11093-2,0,2024-08-01,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.56266681,-117.76972043
San Juan Capistrano,Verified,1,L01-556-1,0.013841,2024-07-22,Small Fraction (<10%),Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,overgrown with plants on both sides,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.50552589,-117.64513072
San Juan Capistrano,Verified,1,L01-556-1,0.013841,2024-06-10,NA,Other - See Comments,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Outfall was overgrown with vegetation. We made it to the outfall and it was a trickle flow too low to quantify. Flow was tricking out of outfall and infiltrating into the ground outside.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Overgrown,33.50552589,-117.64513072
Orange Co,Verified,1,L01-303-1,NA,2024-09-16,NA,Pooled or Ponded,Yes,Partial - Significant Distance,NA,NA,NA,NA,NA,NA,NA,Not present,"Brown ""tea"" tint",NA,NA,NA,NA,NA,NA,Overgrown,33.58906011,-117.5845312
Orange Co,Verified,1,L01-303-1,NA,2024-06-12,NA,Pooled or Ponded,Yes,NA,None,NA,NA,NA,NA,NA,NA,Not present,Not present,Unable to locate outfall due to overgrown vegetation but water appeared to be pooled or ponded on the surriounding areas with no indication of flow.,NA,NA,NA,NA,NA,Overgrown,33.58906011,-117.5845312
San Clemente,Verified,1,M02-061-6,0.021885,2024-05-29,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,NA,Priority,34,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Trickle flow too low to quantify,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.43589173,-117.62458524
San Clemente,Verified,1,M02-061-6,0.021885,2024-08-07,Small Fraction (<10%),Flowing,Unknown,Direct Connection,NA,Priority,34,NA,0.113565,0.001,20% Or More Above Average Discharge,Not present,Not present,Flow is too shallow for conductivity measurement,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.43589173,-117.62458524
Laguna Niguel,Verified,1,K01-12058-1 (K01P08),0.166967,2024-05-20,NA,NA,Yes,NA,NA,Priority,67,NA,NA,NA,Below Average Discharge,Not present,Not present,Inaccessible due to two enclosed chain link fences and overgrown vegetation,NA,NA,NA,NA,NA,NA,33.51129517,-117.69460795
Dana Point,Verified,1,K01-12126-1 (K01S01),0.457496,2024-08-27,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,78,5380,0.382857,NA,Below Average Discharge,Not present,Not present,Yellow tinted water,Not Present (0 Items),NA,Yes,NA,1,Graffiti,33.4840291,-117.71986376
Dana Point,Verified,1,K01-12126-1 (K01S01),0.457496,2024-08-06,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,78,7556,0.58368,0.201,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,1,Graffiti,33.4840291,-117.71986376
Mission Viejo,Verified,1,L03-074-1 (L03B01),0.199451,2024-07-09,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,71,2880,0.198857,0.035,Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,1,Graffiti,33.63831694,-117.63883266
Mission Viejo,Verified,1,L03-074-1 (L03B01),0.199451,2024-08-20,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,Surfactants,Priority,71,3230,0.238154,0.018,Above Average Discharge,Not present,Clear,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,1,None,33.63831694,-117.63883266
Laguna Niguel,Verified,1,K01-12036-1,0.026632,2024-05-17,Small Fraction (<10%),NA,Yes,Direct Connection,Trash,Not A Priority,NA,2342,0.091095,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,None,33.50710457,-117.71888127
Laguna Niguel,Verified,1,K01-12036-1,0.026632,2024-08-14,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,2150,0.045349,0.002,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.50710457,-117.71888127
San Juan Capistrano,Verified,1,L01-766-4,0.012121,2024-06-10,Small Fraction (<10%),Flowing,Unknown,Direct Connection,None,Not A Priority,NA,NA,0.093264,NA,20% Or More Above Average Discharge,Not present,Not present,Trickle flow observed. Able to get leaf float test,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.48773917,-117.66757773
Mission Viejo,Verified,1,L03-241-4,0.012388,2024-08-22,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,45,2000,0.021687,0.003,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.60922713,-117.64410021
Mission Viejo,Verified,1,L03-241-4,0.012388,2024-07-10,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,45,NA,0.004516,NA,20% Or More Above Average Discharge,Not present,Not present,"Very small flow from circular outfall, stream (RW) flows. Could not get strong connectivity reading.",Sparse (<10 Items),NA,NA,NA,NA,None,33.60922713,-117.64410021
Rancho Santa Margarita,Verified,1,L02-246-1 (L11P01),0.052218,2024-06-19,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,71,1599,0.052462,0.004,20% Or More Above Average Discharge,Not present,"Brown ""tea"" tint",NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,Graffiti,33.61046046,-117.61658832
Rancho Santa Margarita,Verified,1,L02-246-1 (L11P01),0.052218,2024-08-13,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,71,1780,0.064615,NA,20% Or More Above Average Discharge,Not present,Clear,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,Graffiti,33.61046046,-117.61658832
Orange Co,Verified,1,J01-9364-3 (J01P21),1.836666,2024-04-24,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Direct Connection,NA,Not A Priority,NA,2422,NA,NA,Below Average Discharge,Not present,Not present,Heavy vegetation and sedimentation around outfall causing ponding,Abundant (>50 Items),In flow path of outfall,NA,NA,NA,Overgrown,33.54984944,-117.72127813
Orange Co,Verified,1,J01-9364-3 (J01P21),1.836666,2024-03-06,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,NA,NA,0,Below Average Discharge,Not present,Not present,Sensor box flooded,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Sediment,33.54984944,-117.72127813
Mission Viejo,Verified,1,J01-9066-1 (J01P04),0.015364,2024-03-05,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,41,NA,0.0156,0.008,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.60933566,-117.6928755
Mission Viejo,Verified,1,J01-9066-1 (J01P04),0.015364,2024-08-15,Small Fraction (<10%),Flowing,Yes,Direct Connection,Trash,Priority,41,2720,0.014504,0.002,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.60933566,-117.6928755
San Clemente,Verified,1,M01-099-1,0.038419,2024-05-22,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,56,7734,0.152061,NA,Below Average Discharge,Not present,Not present,60” outfall. Access through golf course,Not Present (0 Items),NA,NA,NA,NA,None,33.45678981,-117.64227173
San Clemente,Verified,1,M01-099-1,0.038419,2024-09-05,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,56,10150,0.0138,0.004,Below Average Discharge,Not present,Not present,Elevated turbid flow (cond 4580 uS 11 liters in 10 sec) started after flow measurements,Not Present (0 Items),NA,NA,NA,NA,NA,33.45678981,-117.64227173
Laguna Niguel,Verified,1,J04-9249-1,1.180767,2024-07-17,Major Fraction (>50%),Pooled or Ponded,Yes,Direct Connection,Other - see comments,Priority,68,4200,NA,NA,Below Average Discharge,Not present,Not present,"Strange sulfuric odor, trash, bubbles rise from the ground(not soapy). Depth of pool/pond is 0.95 m",Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,None,33.55391762,-117.70985128
Laguna Niguel,Verified,1,J04-9249-1,1.180767,2024-03-08,Major Fraction (>50%),Pooled or Ponded,Yes,Direct Connection,None,Priority,68,4970,NA,NA,Below Average Discharge,Not present,Not present,NA,Abundant (>50 Items),In flow path of outfall,NA,NA,NA,Sediment,33.55391762,-117.70985128
Laguna Beach,Verified,1,I00-11518-2,0.0048,2024-07-02,NA,Flowing,Unknown,None - Flow Infiltrates or Outfall is Dry,None,NA,NA,4280,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.52862418,-117.77262393
Laguna Beach,Verified,1,I00-11518-2,0.0048,2024-08-12,Small Fraction (<10%),Flowing,Unknown,Direct Connection,NA,NA,NA,4420,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,NA,33.52862418,-117.77262393
Laguna Beach,Verified,1,I01-11023-4,0,2024-08-01,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Partially clogged,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Clogged,33.55118989,-117.77825777
Laguna Beach,Verified,1,I01-11023-4,0,2024-05-07,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,NA,33.55118989,-117.77825777
San Clemente,Verified,1,SC05-073-3,0.003033,2024-05-29,NA,Other - See Comments,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Outfall was dry but there was evidence of a recent flow. Unable to collect flow data,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,Overgrown,33.41570249,-117.6123332
Orange Co,Verified,1,L01-414-2,0,2024-07-31,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.56488478,-117.59206275
Orange Co,Verified,1,L01-414-2,0,2024-06-06,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Outfall full of sediment. Trees growing right in front of outfall. Trees and wood debris blocking path to receiving water.,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Sediment,33.56488478,-117.59206275
Laguna Beach,Verified,1,LC06-11019-1,0.115647,2024-08-12,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,None,Not A Priority,NA,2910,0.9,0.004,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.54303374,-117.7894484
Laguna Beach,Verified,1,LC06-11019-1,0.115647,2024-07-03,NA,Flowing,Yes,Direct Connection,NA,Not A Priority,NA,2810,NA,0.004,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Other - See Comments,33.54303374,-117.7894484
Laguna Beach,Verified,1,LC06-11019-1,0.115647,2024-07-03,NA,NA,Yes,NA,NA,Not A Priority,NA,NA,NA,0.004,20% Or More Above Average Discharge,Not present,Not present,NA,NA,NA,NA,NA,NA,NA,33.54303374,-117.7894484
Laguna Niguel,Verified,1,L03-418-8,0.155072,2024-07-30,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,61,2938,0.295652,0.037,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,Yes,NA,1,Graffiti,33.55756487,-117.67629685
Laguna Niguel,Verified,1,L03-418-8,0.155072,2024-05-22,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,61,2875,0.293625,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,1,Graffiti,33.55756487,-117.67629685
